Date,Open,High,Low,Close,Adj Close,Volume
1998-01-20,77.812500,78.843750,77.406250,78.812500,50.789707,1744600
1998-01-21,78.093750,78.375000,77.281250,77.843750,50.165432,1839600
1998-01-22,77.187500,77.859383,76.937500,77.187500,49.742489,1662600
1998-01-23,77.500000,77.750000,76.312500,77.000000,49.621700,1693700
1998-01-26,77.375000,77.671883,76.937500,77.312500,49.823044,1172800
1998-01-27,77.125000,78.562500,77.078117,78.218750,50.407063,1454500
1998-01-28,78.375000,79.234383,78.218750,79.125000,50.991093,1181200
1998-01-29,79.062500,80.250000,78.890617,79.406250,51.172344,1468500
1998-01-30,79.937500,79.937500,78.968750,79.234383,51.061573,1095600
1998-02-02,80.625000,81.312500,80.406250,81.015617,52.209507,955600
1998-02-03,81.000000,81.671883,80.656250,81.656250,52.622322,619400
1998-02-04,81.218750,81.656250,80.812500,81.218750,52.340397,753200
1998-02-05,81.812500,81.906250,80.734383,81.234383,52.350460,1067600
1998-02-06,81.500000,82.171883,81.359383,82.109383,52.914333,1069700
1998-02-09,82.093750,82.250000,81.437500,81.781250,52.702866,515900
1998-02-10,82.031250,83.343750,81.921883,83.156250,53.588951,892100
1998-02-11,82.968750,83.390617,82.843750,83.156250,53.588951,515000
1998-02-12,82.734383,84.109383,82.375000,83.687500,53.931324,1065000
1998-02-13,83.343750,83.843750,83.171883,83.640617,53.901154,596700
1998-02-17,84.312500,84.718750,83.890617,84.062500,54.172981,840600
1998-02-18,84.078117,84.703117,83.843750,84.625000,54.535488,773000
1998-02-19,84.640617,84.703117,83.828117,83.828117,54.021961,804800
1998-02-20,84.078117,84.468750,83.312500,84.281250,54.313969,540600
1998-02-23,85.000000,85.000000,83.968750,84.250000,54.293816,639200
1998-02-24,84.125000,84.406250,83.531250,84.000000,54.132706,702700
1998-02-25,84.250000,85.156250,84.078117,84.687500,54.575790,687400
1998-02-26,84.609383,85.218750,84.406250,85.156250,54.877892,439800
1998-02-27,85.109383,85.953117,84.890617,85.593750,55.159824,451300
1998-03-02,85.750000,85.859383,85.281250,85.718750,55.240356,1062800
1998-03-03,85.218750,86.125000,85.187500,86.109383,55.492111,596600
1998-03-04,85.625000,85.875000,85.109383,85.531250,55.119507,691700
1998-03-05,84.500000,85.265617,84.218750,84.781250,54.636246,778300
1998-03-06,85.093750,86.031250,85.093750,86.031250,55.441761,933100
1998-03-09,85.625000,86.578117,85.593750,85.875000,55.341042,685300
1998-03-10,86.375000,86.750000,86.156250,86.718750,55.884773,563700
1998-03-11,86.937500,87.234383,86.734383,87.000000,56.066002,406600
1998-03-12,86.937500,87.062500,86.312500,86.890617,55.995548,576700
1998-03-13,87.187500,87.250000,86.093750,86.156250,55.522327,458900
1998-03-16,86.562500,87.468750,86.343750,87.468750,56.368141,733000
1998-03-17,87.281250,87.781250,87.078117,87.765617,56.559437,499900
1998-03-18,87.593750,88.015617,87.281250,87.984383,56.700420,410900
1998-03-19,88.000000,88.296883,87.843750,88.234383,56.861568,730000
1998-03-20,88.562500,89.406250,88.281250,89.156250,57.455631,754300
1998-03-23,89.187500,89.187500,88.390617,88.484383,57.022694,551600
1998-03-24,88.968750,89.859383,88.921883,89.437500,57.636829,470300
1998-03-25,90.062500,90.062500,88.250000,88.875000,57.274334,966200
1998-03-26,88.843750,89.296883,88.515617,88.625000,57.113262,412800
1998-03-27,89.343750,89.406250,87.875000,88.265617,56.881687,584100
1998-03-30,88.281250,88.562500,87.687500,88.156250,56.811184,562400
1998-03-31,88.468750,89.312500,88.062500,88.187500,56.831310,620000
1998-04-01,88.359383,89.203117,87.718750,88.937500,57.314583,373700
1998-04-02,88.906250,90.250000,88.828117,90.156250,58.100044,440600
1998-04-03,90.250000,90.578117,89.812500,90.093750,58.059788,493300
1998-04-06,90.875000,91.250000,90.343750,90.375000,58.241024,610500
1998-04-07,90.375000,90.390617,89.250000,89.890617,57.928852,707300
1998-04-08,90.062500,90.062500,88.828117,89.281250,57.536137,949500
1998-04-09,89.656250,90.468750,89.625000,90.375000,58.241024,451700
1998-04-13,90.734383,90.734383,89.562500,90.343750,58.220909,337900
1998-04-14,90.531250,91.515617,90.531250,91.437500,58.925751,451500
1998-04-15,91.656250,92.015617,91.203117,92.015617,59.298317,261800
1998-04-16,91.703117,91.703117,90.796883,91.062500,58.684105,232800
1998-04-17,90.734383,91.750000,90.578117,91.703117,59.318371,382900
1998-04-20,91.593750,91.656250,91.000000,91.296883,59.055588,299400
1998-04-21,91.250000,91.921883,90.968750,91.906250,59.449814,372000
1998-04-22,91.859383,92.109383,91.687500,91.843750,59.409355,503400
1998-04-23,91.718750,92.031250,91.109383,91.312500,59.065754,597700
1998-04-24,91.218750,91.562500,90.062500,90.546883,58.570415,820200
1998-04-27,89.437500,89.875000,88.390617,89.250000,57.731586,1916800
1998-04-28,90.031250,90.125000,88.656250,88.984383,57.559761,437200
1998-04-29,89.281250,89.953117,88.921883,89.421883,57.842777,298700
1998-04-30,90.328117,91.312500,90.218750,90.875000,58.782681,443100
1998-05-01,91.093750,91.656250,90.812500,91.656250,59.288078,338300
1998-05-04,91.984383,92.578117,91.812500,91.812500,59.389099,542500
1998-05-05,91.500000,91.859383,90.968750,91.484383,59.176918,325600
1998-05-06,91.843750,91.859383,90.281250,90.281250,58.398640,665500
1998-05-07,90.625000,90.625000,89.718750,89.734383,58.044945,593100
1998-05-08,89.750000,90.984383,89.687500,90.937500,58.823132,638100
1998-05-11,91.281250,91.843750,90.687500,90.921883,58.813065,703100
1998-05-12,90.906250,91.921883,90.609383,91.921883,59.459854,479000
1998-05-13,91.906250,92.359383,91.625000,92.250000,59.672188,399400
1998-05-14,91.562500,92.296883,91.343750,91.812500,59.389099,622900
1998-05-15,91.875000,91.875000,90.796883,90.796883,58.789799,280900
1998-05-18,90.875000,91.328117,90.000000,90.531250,58.617851,249200
1998-05-19,91.125000,91.312500,90.375000,90.562500,58.638062,482100
1998-05-20,91.250000,91.875000,90.640617,91.781250,59.427147,304400
1998-05-21,91.937500,92.171883,91.109383,91.375000,59.164112,530600
1998-05-22,91.593750,91.593750,90.937500,91.234383,59.073078,219000
1998-05-26,91.734383,91.843750,89.656250,89.656250,58.051273,561300
1998-05-27,89.000000,89.859383,87.937500,89.656250,58.051273,1041100
1998-05-28,89.750000,90.093750,89.187500,89.984383,58.263725,367700
1998-05-29,90.281250,90.421883,88.843750,88.843750,57.525181,232400
1998-06-01,88.625000,89.859383,88.593750,89.406250,57.889454,445800
1998-06-02,89.734383,89.875000,88.781250,88.953117,57.595989,391600
1998-06-03,89.375000,89.406250,87.812500,87.843750,56.877697,473100
1998-06-04,87.875000,88.953117,87.531250,88.890617,57.555557,636200
1998-06-05,89.468750,90.859383,89.000000,90.859383,58.830311,1014000
1998-06-08,90.750000,91.250000,90.484383,90.921883,58.870747,467900
1998-06-09,90.812500,91.046883,90.359383,90.734383,58.749344,180100
1998-06-10,90.281250,91.125000,89.578117,89.750000,58.112007,531300
1998-06-11,90.031250,90.140617,88.125000,88.125000,57.059868,529200
1998-06-12,88.187500,88.625000,86.875000,88.562500,57.343090,909200
1998-06-15,87.562500,87.937500,85.953117,86.000000,55.683887,617400
1998-06-16,86.812500,86.937500,85.937500,86.796883,56.199856,796500
